06-4-14	Strychnine salts
06-4-21	Octabromodiphenyl oxide
06-4-24	Endosulfan
06-4-26	Thallium nitrate
06-4-31	Chlordane
06-4-33	Captafol
06-4-40	Phosphamidon
06-4-51	Hexachlorocyclohexane
06-4-53	Thallium sulfate
