# CHRIP の物質ページから抜いた IARC 発がん性評価: CAS / グループ / Agent名称 / Volume / 公表年 / CHRIP_ID
148-82-3	1	Melphalan	9, Sup 7, 100A	2012	C005-009-18A
298-81-7	1	Methoxsalen (8-methoxypsoralen) plus ultraviolet A radiation	24, Sup 7, 100A	2012	C005-009-29A
16543-55-8	1	N'-Nitrosonornicotine (NNN) and 4-(N-Nitrosomethylamino)-1-(3-pyridyl)-1-butanone (NNK)	Sup 7, 89, 100E	2012	C005-009-41A
64091-91-4	1	N'-Nitrosonornicotine (NNN) and 4-(N-Nitrosomethylamino)-1-(3-pyridyl)-1-butanone (NNK)	Sup 7, 89, 100E	2012	C005-009-52A
62-44-2	1	Phenacetin	24, Sup 7, 100A	2012	C005-009-63A
14596-37-3	1	Phosphorus-32, as phosphate	78, 100D	2012	C005-009-74A
13909-09-6	1	1-(2-Chloroethyl)-3-(4-methylcyclohexyl)-1-nitrosourea (Methyl-CCNU) (Semustine)	Sup 7, 100A	2012	C005-010-13A
68308-34-9	1	Shale oils	35, Sup 7, 100F	2012	C005-010-24A
52-24-4	1	Thiotepa	Sup 7, 50, 100A	2012	C005-010-46A
320-67-2	2A	Azacitidine	50	1990	C005-010-79A
154-93-8	2A	Bischloroethyl nitrosourea (BCNU) (Carmustine)	26, Sup 7	1987	C005-010-80A
56-75-7	2A	Chloramphenicol	Sup 7, 50	1990	C005-010-91A
13010-47-4	2A	1-(2-Chloroethyl)-3-cyclohexyl-1-nitrosourea (CCNU) (Lomustine)	26, Sup 7	1987	C005-011-04A
54749-90-5	2A	Chlorozotocin	50	1990	C005-011-15A
79-44-7	2A	Dimethylcarbamoyl chloride	12, Sup 7, 71	1999	C005-011-26A
759-73-9	2A	N-Ethyl-N-nitrosourea	17, Sup 7	1987	C005-011-37A
22398-80-7	2A	Indium phosphide	86	2006	C005-011-48A
76180-96-6	2A	IQ (2-Amino-3-methylimidazo[4,5-f]quinoline)	Sup 7, 56	1993	C005-011-59A
484-20-8	2A	5-Methoxypsoralen	40, Sup 7	1987	C005-011-60A
66-27-3	2A	Methyl methanesulfonate	7, Sup 7, 71	1999	C005-011-71A
70-25-7	2A	N-Methyl-N´-nitro-N-nitrosoguanidine (MNNG)	4, Sup 7	1987	C005-011-82A
684-93-5	2A	N-Methyl-N-nitrosourea	17, Sup 7	1987	C005-011-93A
51-75-2	2A	Nitrogen mustard	9, Sup 7	1987	C005-012-06A
366-70-1	2A	Procarbazine hydrochloride	26, Sup 7	1987	C005-012-17A
29767-20-2	2A	Teniposide	76	2000	C005-012-28A
97-56-3	2B	ortho-Aminoazotoluene	8, Sup 7	1987	C005-012-62A
712-68-5	2B	2-Amino-5-(5-nitro-2-furyl)-1,3,4-thiadiazole	7, Sup 7	1987	C005-012-73A
492-80-8	2B	Auramine	1, Sup 7, 99, 100F	2012	C005-012-95A
115-02-6	2B	Azaserine	10, Sup 7	1987	C005-013-08A
1694-09-3	2B	Benzyl violet 4B	16, Sup 7	1987	C005-013-20A
25013-16-5	2B	Butylated hydroxyanisole (BHA)	40, Sup 7	1987	C005-013-31A
3068-88-0	2B	beta-Butyrolactone	11, Sup 7, 71	1999	C005-013-42A
77439-76-0	2B	3-Chloro-4-(dichloromethyl)-5-hydroxy-2(5H)-furanone	84	2004	C005-013-75A
513-37-1	2B	1-Chloro-2-methylpropene	63	1995	C005-013-86A
95-83-0	2B	4-Chloro-ortho-phenylenediamine	27, Sup 7	1987	C005-013-97A
6459-94-5	2B	CI Acid Red 114	57	1993	C005-014-00A
569-61-9	2B	CI Basic Red 9	57, 99	2010	C005-014-11A
2429-74-5	2B	CI Direct Blue 15	57	1993	C005-014-22A
6358-53-8	2B	Citrus Red No. 2	8, Sup 7	1987	C005-014-33A
117-10-2	2B	Dantron (Chrysazin; 1,8-Dihydroxyanthraquinone)	50	1990	C005-014-66A
101-80-4	2B	4,4'-Diaminodiphenyl ether	29, Sup 7	1987	C005-014-88A
226-36-8	2B	Dibenz[a,h]acridine	32, Sup 7, 103	2013	C005-014-99A
194-59-2	2B	7H-Dibenzo[c,g]carbazole	32, Sup 7, 103	2013	C005-015-02A
96-13-9	2B	2,3-Dibromopropan-1-ol	77	2000	C005-015-13A
28434-86-8	2B	3,3'-Dichloro-4,4'-diaminodiphenyl ether	16, Sup 7	1987	C005-015-24A
1615-80-1	2B	1,2-Diethylhydrazine	4, Sup 7, 71	1999	C005-015-35A
94-58-6	2B	Dihydrosafrole	10, Sup 7	1987	C005-015-46A
2973-10-6	2B	Diisopropyl sulfate	54, 71	1999	C005-015-57A
25962-77-0	2B	trans-2-[(Dimethylamino)methylimino]-5-[2-(5-nitro-2-furyl)-vinyl]-1,3,4-oxadiazole	7, Sup 7	1987	C005-015-68A
2475-45-8	2B	Disperse Blue 1	48	1990	C005-015-79A
62-50-0	2B	Ethyl methanesulfonate	7, Sup 7	1987	C005-015-80A
3570-75-0	2B	2-(2-Formylhydrazino)-4-(5-nitro-2-furyl)thiazole	7, Sup 7	1987	C005-015-91A
126-07-8	2B	Griseofulvin	Sup 7, 79	2001	C005-016-26A
2784-94-3	2B	HC Blue No. 1	57	1993	C005-016-37A
129-43-1	2B	1-Hydroxyanthraquinone	82	2002	C005-016-48A
9004-66-4	2B	Iron-dextran complex	2, Sup 7	1987	C005-016-59A
632-99-5	2B	Magenta	Sup 7, 57, 99, 100F	2012	C005-016-60A
592-62-1	2B	Methylazoxymethanol acetate	10, Sup 7	1987	C005-017-28A
838-88-0	2B	4,4'-Methylene bis(2-methylaniline)	4, Sup 7	1987	C005-017-39A
129-15-7	2B	2-Methyl-1-nitroanthraquinone (uncertain purity)	27, Sup 7	1987	C005-017-40A
615-53-2	2B	N-Methyl-N-nitrosourethane	4, Sup 7	1987	C005-017-51A
56-04-2	2B	Methylthiouracil	Sup 7, 79	2001	C005-017-62A
90-94-8	2B	Michler's ketone [4,4´-Bis(dimethylamino)-benzophenone]	99	2010	C005-017-84A
50-07-7	2B	Mitomycin C	10, Sup 7	1987	C005-018-08A
3795-88-8	2B	5-(Morpholinomethyl)-3-[(5-nitrofurfurylidene)-amino]-2-oxazolidinone	7, Sup 7	1987	C005-018-20A
555-84-0	2B	1-[(5-Nitrofurfurylidene)amino]-2-imidazolidinone	7, Sup 7	1987	C005-018-53A
531-82-8	2B	N-[4-(5-Nitro-2-furyl)-2-thiazolyl]acetamide	7, Sup 7	1987	C005-018-64A
126-85-2	2B	Nitrogen mustard N-oxide	9, Sup 7	1987	C005-018-75A
60153-49-3	2B	3-(N-Nitrosomethylamino)propionitrile	Sup 7, 85	2004	C005-018-86A
4549-40-0	2B	N-Nitrosomethylvinylamine	17, Sup 7	1987	C005-018-97A
59-89-2	2B	N-Nitrosomorpholine	17, Sup 7	1987	C005-019-00A
100-75-4	2B	N-Nitrosopiperidine	17, Sup 7	1987	C005-019-11A
13256-22-9	2B	N-Nitrososarcosine	17, Sup 7	1987	C005-019-22A
303-47-9	2B	Ochratoxin A	Sup 7, 56	1993	C005-019-33A
2646-17-5	2B	Oil Orange SS	8, Sup 7	1987	C005-019-44A
794-93-4	2B	Panfuran S (containing dihydroxymethylfuratrizine)	24, Sup 7	1987	C005-019-66A
794-93-4	3	Dihydroxymethylfuratrizine (see also Panfuran S)	24, Sup 7	1987	C005-019-66A
136-40-3	2B	Phenazopyridine hydrochloride	24, Sup 7	1987	C005-019-77A
50-06-6	2B	Phenobarbital	Sup 7, 79	2001	C005-019-88A
77-09-8	2B	Phenolphthalein	76	2000	C005-019-99A
63-92-3	2B	Phenoxybenzamine hydrochloride	24, Sup 7	1987	C005-020-05A
57-41-0	2B	Phenytoin	Sup 7, 66	1996	C005-020-16A
3564-09-8	2B	Ponceau 3R	8, Sup 7	1987	C005-020-38A
3761-53-3	2B	Ponceau MX	8, Sup 7	1987	C005-020-49A
51-52-5	2B	Propylthiouracil	Sup 7, 79	2001	C005-020-50A
94-59-7	2B	Safrole	10, Sup 7	1987	C005-020-72A
132-27-4	2B	Sodium ortho-phenylphenate	Sup 7, 73	1999	C005-020-83A
18883-66-4	2B	Streptozotocin	17, Sup 7	1987	C005-021-07A
116-14-3	2A	Tetrafluoroethylene	19, Sup 7, 71, 110	2017	C005-021-18A
139-65-1	2B	4,4'-Thiodianiline	27, Sup 7	1987	C005-021-29A
141-90-2	2B	Thiouracil	Sup 7, 79	2001	C005-021-30A
817-09-4	2B	Trichlormethine (Trimustine hydrochloride)	Sup 7, 50	1990	C005-021-41A
72-57-1	2B	Trypan blue	8, Sup 7	1987	C005-021-74A
66-75-1	2B	Uracil mustard	9, Sup 7	1987	C005-021-85A
7481-89-2	2B	Zalcitabine	76	2000	C005-021-96A
30516-87-1	2B	Zidovudine (AZT)	76	2000	C005-022-09A
50-76-0	3	Actinomycin D	10, Sup 7	1987	C005-022-54A
99-57-0	3	2-Amino-4-nitrophenol	57	1993	C005-023-23A
121-88-0	3	2-Amino-5-nitrophenol	57	1993	C005-023-34A
119-34-6	3	4-Amino-2-nitrophenol	16, Sup 7	1987	C005-023-45A
52-46-0	3	Apholate	9, Sup 7	1987	C005-023-90A
1072-52-2	3	2-(1-Aziridinyl)ethanol	9, Sup 7	1987	C005-024-25A
105-11-3	3	para-Benzoquinone dioxime	29, Sup 7, 71	1999	C005-025-27A
83463-62-1	3	Bromochloroacetonitrile	52, 71	1999	C005-025-83A
56-25-7	3	Cantharidin	10, Sup 7	1987	C005-025-94A
532-82-1	3	Chrysoidine	8, Sup 7	1987	C005-026-74A
80-08-0	3	Dapsone	24, Sup 7	1987	C005-028-23A
3252-43-5	2B	Dibromoacetonitrile	52, 71, 101	2013	C005-029-25A
3018-12-0	3	Dichloroacetonitrile	52, 71	1999	C005-029-36A
110-57-6	3	trans-1,4-Dichlorobutene	15, Sup 7, 71	1999	C005-029-47A
105-55-5	3	N,N'-Diethylthiourea	79	2001	C005-029-70A
828-00-2	3	Dimethoxane	15, Sup 7	1987	C005-029-92A
140-56-7	3	para-Dimethylaminoazobenzenediazo sodium sulfonate	8, Sup 7	1987	C005-030-19A
101-25-7	3	Dinitrosopentamethylenetetramine	11, Sup 7	1987	C005-030-53A
2832-40-8	3	Disperse Yellow 3	48	1990	C005-030-75A
82413-20-5	3	Droloxifene	66	1996	C005-031-11A
420-12-2	3	Ethylene sulfide	11, Sup 7	1987	C005-031-88A
5456-28-0	3	Ethyl selenac	12, Sup 7	1987	C005-031-99A
20941-65-5	3	Ethyl tellurac	12, Sup 7	1987	C005-032-02A
97-53-0	3	Eugenol	36, Sup 7	1987	C005-032-13A
51-21-8	3	5-Fluorouracil	26, Sup 7	1987	C005-032-46A
86-54-4	3	Hydralazine	24, Sup 7	1987	C005-033-71A
148-24-3	3	8-Hydroxyquinoline	13, Sup 7	1987	C005-034-06A
50-44-2	3	6-Mercaptopurine	26, Sup 7	1987	C005-035-42A
144-34-3	3	Methyl selenac	12, Sup 7	1987	C005-037-13A
150-68-5	3	Monuron	Sup 7, 53	1991	C005-037-24A
99-55-8	3	5-Nitro-ortho-toluidine	48	1990	C005-039-06A
9003-01-4	3	Polyacrylic acid	19, Sup 7	1987	C005-040-45A
81-88-9	3	Rhodamine B	16, Sup 7	1987	C005-042-49A
989-38-8	3	Rhodamine 6G	16, Sup 7	1987	C005-042-50A
563-41-7	3	Semicarbazide hydrochloride	12, Sup 7	1987	C005-043-29A
7631-86-9	3	Silica, amorphous	Sup 7, 68	1997	C005-043-74A
842-07-9	3	Sudan I	8, Sup 7	1987	C005-044-10A
85-86-9	3	Sudan III	8, Sup 7	1987	C005-044-32A
22248-79-9	2B	Tetrachlorvinphos	30, Sup 7, 112	2017	C005-045-45A
83-67-0	3	Theobromine	51	1991	C005-045-56A
545-06-2	3	Trichloroacetonitrile	52, 71	1999	C005-045-78A
137-17-7	3	2,4,5-Trimethylaniline	27, Sup 7	1987	C005-045-90A
88-05-1	3	2,4,6-Trimethylaniline	27, Sup 7	1987	C005-046-03A
51-18-3	3	2,4,6-Tris(1-aziridinyl)-s-triazine	9, Sup 7	1987	C005-046-36A
57-39-6	3	Tris(2-methyl-1-aziridinyl)phosphine oxide	9, Sup 7	1987	C005-046-58A
1318-02-1	3	Zeolites other than erionite (clinoptilolite, phillipsite,mordenite, non-fibrous Japanese zeolite, synthetic zeolites)	68	1997	C005-047-50A
1937-37-7	1	Benzidine, dyes metabolized to	99, 100F	2012	C005-047-61A
1937-37-7	-	CI Direct Black 38 (see Benzidine, dyes metabolized to)	-	-	C005-047-61A
2602-46-2	1	Benzidine, dyes metabolized to	99, 100F	2012	C005-047-72A
2602-46-2	-	CI Direct Blue 6 (see Benzidine, dyes metabolized to)	-	-	C005-047-72A
16071-86-6	1	Benzidine, dyes metabolized to	99, 100F	2012	C005-047-83A
16071-86-6	-	CI Direct Brown 95 (see Benzidine, dyes metabolized to)	-	-	C005-047-83A
12013-69-3	2A	Lead compounds, inorganic	Sup 7, 87	2006	C005-047-94A
3687-31-8	2A	Lead compounds, inorganic	Sup 7, 87	2006	C005-048-07A
7783-46-2	2A	Lead compounds, inorganic	Sup 7, 87	2006	C005-048-18A
1314-27-8	2A	Lead compounds, inorganic	Sup 7, 87	2006	C005-048-29A
1344-40-7	2A	Lead compounds, inorganic	Sup 7, 87	2006	C005-048-30A
1317-98-2	-	Antimony trioxide, see Trivalent antimony	-	-	C005-048-41A
12412-52-1	-	Antimony trioxide, see Trivalent antimony	-	-	C005-048-52A
11114-92-4	3	Chromium, metallic	Sup 7, 49	1990	C005-048-63A
12629-02-6	3	Chromium, metallic	Sup 7, 49	1990	C005-048-96A
70476-82-3	2B	Mitoxantrone	76	2000	C005-050-04A
12605-70-8	3	Chromium, metallic	Sup 7, 49	1990	C005-050-59A
11121-96-3	3	Chromium, metallic	Sup 7, 49	1990	C005-050-60A
10042-84-9	2B	Nitrilotriacetic acid and its salts	48, 73	1999	C005-050-93A
18994-66-6	2B	Nitrilotriacetic acid and its salts	48, 73	1999	C005-051-06A
15467-20-6	2B	Nitrilotriacetic acid and its salts	48, 73	1999	C005-051-17A
23255-03-0	2B	Nitrilotriacetic acid and its salts	48, 73	1999	C005-051-28A
1317-86-8	-	Antimony trisulfide, see Trivalent antimony	-	-	C005-051-51A
71631-40-8	3	Chromium, metallic	Sup 7, 49	1990	C005-051-62A
13537-21-8	3	Chromium (III) compounds	49	1990	C005-051-95A
6369-59-1	3	2,5-Diaminotoluene	16, Sup 7	1987	C005-052-20A
23255-69-8	3	Fusarium graminearum, F. culmorum, and F. crookwellense, toxins derived from (zearalenone, deoxynivalenol, nivalenol, and fusarenone X)	Sup 7, 56	1993	C005-052-86A
13840-33-0	3	Hypochlorite salts	52	1991	C005-053-33A
7778-66-7	3	Hypochlorite salts	52	1991	C005-053-44A
6080-56-4	3	Lead compounds, organic	23, Sup 7, 87	2006	C005-053-99A
1072-35-1	3	Lead compounds, organic	23, Sup 7, 87	2006	C005-054-02A
56189-09-4	3	Lead compounds, organic	23, Sup 7, 87	2006	C005-054-13A
1335-32-6	3	Lead compounds, organic	23, Sup 7, 87	2006	C005-054-24A
592-87-0	3	Lead compounds, organic	23, Sup 7, 87	2006	C005-054-35A
541-69-5	3	meta-Phenylenediamine	16, Sup 7	1987	C005-054-68A
39227-28-6	3	Polychlorinated dibenzo-para-dioxins (other than 2,3,7,8-tetrachlorodibenzo-para-dioxin)	69	1997	C005-054-79A
112926-00-8	3	Silica, amorphous	Sup 7, 68	1997	C005-055-71A
21436-97-5	3	2,4,5-Trimethylaniline	27, Sup 7	1987	C005-056-28A
58-27-5	3	Vitamin K substances	76	2000	C005-056-95A
130-37-0	3	Vitamin K substances	76	2000	C005-057-08A
142-83-6	2B	2,4-Hexadienal	101	2013	C005-057-97A
93-15-2	2A	Methyleugenol	101, 134	2024 online	C005-058-00A
693-98-1	2B	2-Methylimidazole	101	2013	C005-058-11A
822-36-6	2B	4-Methylimidazole	101	2013	C005-058-22A
224-42-0	2A	Dibenz[a,j]acridine	32, Sup 7, 103	2013	C005-058-44A
86-74-8	2B	Carbazole	32, Sup 7, 71, 103	2013	C005-058-66A
132-65-0	3	Dibenzothiophene	103	2013	C005-058-99A
13464-35-2	1	Arsenic and inorganic arsenic compounds	23, Sup 7, 100C	2012	C005-059-68A
7631-89-2	1	Arsenic and inorganic arsenic compounds	23, Sup 7, 100C	2012	C005-059-79A
531-85-1	1	Benzidine	100F	2012	C005-059-80A
1319-43-3	1	Beryllium and beryllium compounds	Sup 7, 58, 100C	2012	C005-059-91A
7787-55-5	1	Beryllium and beryllium compounds	Sup 7, 58, 100C	2012	C005-060-07A
21041-95-2	1	Cadmium and cadmium compounds	58, 100C	2012	C005-060-18A
10325-94-7	1	Cadmium and cadmium compounds	58, 100C	2012	C005-060-29A
2223-93-0	1	Cadmium and cadmium compounds	58, 100C	2012	C005-060-30A
7788-98-9	1	Chromium (VI) compounds	Sup 7, 49, 100C	2012	C005-060-41A
1344-38-3	1	Chromium (VI) compounds	Sup 7, 49, 100C	2012	C005-060-52A
15930-94-6	1	Chromium (VI) compounds	Sup 7, 49, 100C	2012	C005-060-74A
12054-48-7	1	Nickel compounds	Sup 7, 49, 100C	2012	C005-060-96A
11099-02-8	1	Nickel compounds	Sup 7, 49, 100C	2012	C005-061-09A
34492-97-2	1	Nickel compounds	Sup 7, 49, 100C	2012	C005-061-10A
1314-06-3	1	Nickel compounds	Sup 7, 49, 100C	2012	C005-061-21A
12035-51-7	1	Nickel compounds	Sup 7, 49, 100C	2012	C005-061-32A
12035-50-6	1	Nickel compounds	Sup 7, 49, 100C	2012	C005-061-43A
16812-54-7	1	Nickel compounds	Sup 7, 49, 100C	2012	C005-061-54A
1314-04-1	1	Nickel compounds	Sup 7, 49, 100C	2012	C005-061-65A
12035-71-1	1	Nickel compounds	Sup 7, 49, 100C	2012	C005-061-76A
53809-86-2	1	Nickel compounds	Sup 7, 49, 100C	2012	C005-061-87A
12174-14-0	1	Nickel compounds	Sup 7, 49, 100C	2012	C005-061-98A
12607-70-4	1	Nickel compounds	Sup 7, 49, 100C	2012	C005-062-01A
12122-15-5	1	Nickel compounds	Sup 7, 49, 100C	2012	C005-062-12A
6018-89-9	1	Nickel compounds	Sup 7, 49, 100C	2012	C005-062-23A
25749-08-0	1	Nickel compounds	Sup 7, 49, 100C	2012	C005-062-34A
7785-20-8	1	Nickel compounds	Sup 7, 49, 100C	2012	C005-062-45A
14721-18-7	1	Nickel compounds	Sup 7, 49, 100C	2012	C005-062-56A
7791-20-0	1	Nickel compounds	Sup 7, 49, 100C	2012	C005-062-67A
13478-00-7	1	Nickel compounds	Sup 7, 49, 100C	2012	C005-062-78A
10101-97-0	1	Nickel compounds	Sup 7, 49, 100C	2012	C005-062-89A
10101-98-1	1	Nickel compounds	Sup 7, 49, 100C	2012	C005-062-90A
12035-52-8	1	Nickel compounds	Sup 7, 49, 100C	2012	C005-063-03A
12125-61-0	1	Nickel compounds	Sup 7, 49, 100C	2012	C005-063-14A
27016-75-7	1	Nickel compounds	Sup 7, 49, 100C	2012	C005-063-25A
1303-13-5	1	Nickel compounds	Sup 7, 49, 100C	2012	C005-063-36A
12256-33-6	1	Nickel compounds	Sup 7, 49, 100C	2012	C005-063-47A
12044-65-4	1	Nickel compounds	Sup 7, 49, 100C	2012	C005-063-58A
12255-80-0	1	Nickel compounds	Sup 7, 49, 100C	2012	C005-063-69A
1314-05-2	1	Nickel compounds	Sup 7, 49, 100C	2012	C005-063-70A
12201-85-3	1	Nickel compounds	Sup 7, 49, 100C	2012	C005-063-81A
12137-13-2	1	Nickel compounds	Sup 7, 49, 100C	2012	C005-063-92A
12255-10-6	1	Nickel compounds	Sup 7, 49, 100C	2012	C005-064-05A
12255-11-7	1	Nickel compounds	Sup 7, 49, 100C	2012	C005-064-16A
12142-88-0	1	Nickel compounds	Sup 7, 49, 100C	2012	C005-064-27A
24270-51-7	1	Nickel compounds	Sup 7, 49, 100C	2012	C005-064-38A
12035-39-1	1	Nickel compounds	Sup 7, 49, 100C	2012	C005-064-49A
71631-15-7	1	Nickel compounds	Sup 7, 49, 100C	2012	C005-064-50A
68187-10-0	1	Nickel compounds	Sup 7, 49, 100C	2012	C005-064-61A
1271-28-9	1	Nickel compounds	Sup 7, 49, 100C	2012	C005-064-72A
1317-95-9	1	Silica dust, crystalline, in the form of quartz or cristobalite	Sup 7, 68, 100C	2012	C005-065-07A
55-86-7	2A	Nitrogen mustard	9, Sup 7	1987	C005-065-18A
26261-57-4	2B	Magenta	Sup 7, 57, 99, 100F	2012	C005-065-29A
3248-91-7	2B	Magenta	Sup 7, 57, 99, 100F	2012	C005-065-30A
20830-75-5	2B	Digoxin	108	2016	C005-065-52A
308076-74-6	2B	Silicon carbide, fibrous	111	2017	C005-066-65A
134-29-2	2A	ortho-Anisidine hydrochloride (see also ortho-Anisidine)	127	2021 online	C005-066-87A
135-20-6	2B	Cupferron	127	2021 online	C005-067-01A
1464-53-5	-	1,2:3,4-Diepoxybutane (see 1,3-Butadiene)	11, Sup 7	-	C005-067-45A
77536-66-4	1	Asbestos (all forms, including actinolite, amosite, anthophyllite, chrysotile, crocidolite, tremolite)	Sup 7, 100C	2012	C005-093-13A
77536-67-5	1	Asbestos (all forms, including actinolite, amosite, anthophyllite, chrysotile, crocidolite, tremolite)	Sup 7, 100C	2012	C005-093-24A
77536-68-6	1	Asbestos (all forms, including actinolite, amosite, anthophyllite, chrysotile, crocidolite, tremolite)	Sup 7, 100C	2012	C005-093-35A
548-62-9	2B	Gentian violet (see also Leucogentian violet)	129	2022 online	C005-097-00A
129-73-7	2B	Leucomalachite green (see also Malachite green)	129	2022 online	C005-148-34A
615-28-1	2B	ortho-Phenylenediamine dihydrochloride	123	2020 online	C005-148-89A
98-56-6	2B	4-Chlorobenzotrifluoride	125	2020 online	C005-214-08A
75-26-3	2A	2-Bromopropane	133	2024 online	C005-217-15A
2437-29-8	3	Malachite green (see also Leucomalachite green)	129	2022 online	C005-386-96A
28407-37-6	2B	CI Direct Blue 218	129	2022 online	C005-477-11A
569-64-2	3	Malachite green (see also Leucomalachite green)	129	2022 online	C005-478-57A
97-54-1	2B	Isoeugenol	134	2024 online	C005-478-79A
123-35-3	2B	β-Myrcene	119	2019	C005-479-15A
14047-09-7	2A	3,3′,4,4′-Tetrachloroazobenzene	117	2019	C005-479-26A
15625-89-5	2B	Trimethylolpropane triacrylate, technical grade	122	2019	C005-480-10A
50926-11-9	2B	Indium tin oxide	118	2018 online	C005-539-28A
