1	10025-64-6
1	10139-47-6
1	10196-18-6
1	10326-24-6
1	10361-95-2
1	10379-90-5
1	1096078-72-6
1	11085-35-1
1	1162648-93-2
1	12034-31-0
1	12433-50-0
1	1269814-32-5
1	127-82-2
1	12741-08-1
1	128514-83-0
1	1303-39-5
1	131315-46-3
1	131853-00-4
1	1332-78-1
1	13517-27-6
1	13598-37-3
1	13637-61-1
1	13770-90-6
1	137904-18-8
1	13814-87-4
1	13826-88-5
1	13932-17-7
1	13986-18-0
1	13986-21-5
1	13986-24-8
1	139939-71-2
1	14018-95-2
1	1416549-90-0
1	14244-62-3
1	14269-55-7
1	14283-93-3
1	14519-07-4
1	15671-21-3
1	15819-03-1
1	16871-71-9
1	18433-42-6
1	18534-08-2
1	19154-63-3
1	19417-15-3
1	1949-15-1
1	19708-89-5
1	20712-47-4
1	21351-91-7
1	21351-92-8
1	22763-46-8
1	22842-96-2
1	23414-72-4
1	26399-71-3
1	28037-77-6
1	28038-30-4
1	28041-67-0
1	28837-97-0
1	29426-92-4
1	29604-34-0
1	34992-53-5
1	4468-02-4
1	53917-99-0
1	557-13-1
1	557-34-6
1	557-42-6
1	58319-32-7
1	58968-26-6
1	5970-45-6
1	66019-04-3
1	73640-07-0
1	74173-38-9
1	74182-35-7
1	7446-19-7
1	7446-20-0
1	7646-85-7
1	7699-45-8
1	7733-02-0
1	7779-86-4
1	7779-88-6
1	7783-24-6
1	7783-49-5
1	7790-65-0
1	80867-26-1
1	871483-10-2
1	873788-00-2
1	88103-06-4
1	RR-07325-6
1	UN1513
1	UN1514
1	UN1515
1	UN1712
1	UN1840
1	UN1931
1	UN2331
1	UN2469
1	UN2855
10	102256-29-1
10	1254182-69-8
10	96-33-3
10	UN1919
100	3699-30-7
101	105-67-9
101	108-68-9
101	1300-71-6
101	144700-02-7
101	526-75-0
101	71975-58-1
101	95-65-8
101	95-87-4
101	95-87-4
101	UN2261
101	UN3430
102	108-68-9
102	1300-71-6
102	1363408-62-1
102	144700-02-7
102	28449-96-9
102	50356-22-4
102	526-75-0
102	576-26-1
102	95-65-8
102	95-87-4
102	UN2261
102	UN3430
103	106-42-3
103	108-38-3
103	1330-20-7
103	56004-61-6
103	56004-61-6
103	8026-09-3
103	95-47-6
103	UN1307
104	20214-07-7
104	91-22-5
104	UN2656
105	10294-26-5
105	11113-87-4
105	1147709-34-9
105	12553-68-3
105	12587-98-3
105	14242-05-8
105	14325-99-6
105	14331-86-3
105	14333-39-2
105	14391-65-2
105	14391-76-5
105	146-84-9
105	14833-32-0
105	14928-14-4
105	14967-69-2
105	15116-79-7
105	15634-29-4
105	15760-04-0
105	15760-07-3
105	172826-34-5
105	204594-09-2
105	2541-67-5
105	26088-37-9
105	31890-20-7
105	331717-44-3
105	34445-07-3
105	378784-20-4
105	378784-21-5
105	378784-22-6
105	378784-23-7
105	378784-24-8
105	454467-21-1
105	506-61-6
105	563-63-3
105	7440-22-4
105	745795-74-8
105	7761-88-8
105	7775-41-9
105	7783-92-8
105	7783-93-9
105	7783-99-5
105	8012-12-2
105	87354-45-8
105	87370-84-1
105	RR-00041-9
105	UN1493
106	160336-23-2
106	98-82-8
106	UN1918
107	107-22-2
107	83513-30-8
108	106805-61-2
108	1071-83-6
108	114370-14-8
108	258263-91-1
108	34494-03-6
108	37337-60-3
108	38641-94-0
108	39226-77-2
108	39600-42-5
108	40465-66-5
108	42618-09-7
108	626231-43-4
108	69254-40-6
108	70393-85-0
108	75241-08-6
108	96638-41-4
108	96639-11-1
109	107950-89-0
109	111-30-8
109	1428979-54-7
109	1497435-71-8
109	37245-61-7
109	79215-57-9
11	1006710-56-0
11	107-13-1
11	1197872-06-2
11	1221168-60-0
11	1309882-90-3
11	29754-21-0
11	63908-52-1
11	769126-92-3
11	769134-66-9
11	UN1093
110	106-44-5
110	108-39-4
110	116804-25-2
110	1319-77-3
110	52037-47-5
110	8003-33-6
110	8006-62-0
110	8026-94-6
110	8027-16-5
110	84989-04-8
110	95-48-7
110	UN2022
110	UN2076
110	UN3455
111	10022-47-6
111	100231-60-5
111	10025-73-7
111	10027-12-0
111	10031-25-1
111	10031-37-5
111	10031-37-5
111	10060-12-5
111	10101-53-8
111	101027-05-8
111	10127-05-6
111	10127-27-2
111	101357-08-8
111	10141-00-1
111	101607-36-7
111	10170-68-0
111	101836-91-3
111	102262-19-1
111	102322-77-0
111	102381-84-0
111	102382-72-9
111	10241-21-1
111	10241-27-7
111	102496-08-2
111	102506-12-7
111	102561-72-8
111	102561-73-9
111	102782-47-8
111	102782-48-9
111	102782-49-0
111	102782-50-3
111	10279-42-2
111	103241-63-0
111	10343-55-2
111	10343-58-5
111	103458-48-6
111	103651-07-6
111	103651-08-7
111	103671-34-7
111	10380-30-0
111	103819-10-9
111	104105-46-6
111	104791-17-5
111	104791-31-3
111	104815-52-3
111	106084-79-1
111	106168-42-7
111	1066-30-4
111	106866-56-2
111	109048-90-0
111	109125-50-0
111	109125-51-1
111	109125-62-4
111	109225-23-2
111	1093852-36-8
111	109657-68-3
111	109657-69-4
111	110375-89-8
111	110375-90-1
111	110532-38-2
111	110553-28-1
111	11068-91-0
111	11104-65-7
111	11113-70-5
111	11114-92-4
111	11118-57-3
111	11119-70-3
111	11121-96-3
111	11145-38-3
111	112285-78-6
111	112510-35-7
111	112764-80-4
111	112764-81-5
111	112764-82-6
111	113015-82-0
111	113163-33-0
111	114374-61-7
111	114886-92-9
111	114886-93-0
111	114886-94-1
111	114886-95-2
111	114886-96-3
111	114886-97-4
111	114886-98-5
111	114886-99-6
111	114887-00-2
111	114887-04-6
111	114959-47-6
111	115341-05-4
111	115465-57-1
111	115517-69-6
111	115517-70-9
111	115517-71-0
111	115658-56-5
111	115658-57-6
111	115949-83-2
111	115949-89-8
111	116032-59-8
111	116305-12-5
111	117527-94-3
111	118460-97-2
111	118496-41-6
111	118556-91-5
111	118685-18-0
111	118685-19-1
111	118685-33-9
111	118716-61-3
111	118716-62-4
111	1187200-64-1
111	118870-19-2
111	119535-63-6
111	119654-54-5
111	12001-99-9
111	12006-79-0
111	12012-35-0
111	12013-31-9
111	12016-69-2
111	12017-79-7
111	12017-94-6
111	12018-10-9
111	12018-18-7
111	12018-19-8
111	12018-22-3
