001	1053659-79-2
001	112068-71-0
001	1156543-56-4
001	1158237-02-5
001	1227476-28-9
001	1416946-65-0
001	1609158-91-9
001	1664-98-8
001	50-00-0
001	8005-38-7
001	8006-07-3
001	8013-13-6
002	50-32-8
002	819804-28-9
003	51-75-2
004	121382-27-2
004	51-79-6
005	52-24-4
006	53-70-3
007	55-18-5
008	55-68-5
008	UN1895
009	55-98-1
010	56-23-5
010	UN1846
011	1353053-96-9
011	56-35-9
012	56-55-3
013	137731-90-9
013	15313-32-3
013	55172-72-0
013	56-75-7
013	59112-59-3
013	85666-84-8
014	107391-69-5
014	115728-29-5
014	53923-27-6
014	58-36-6
014	64684-28-2
014	64887-10-1
015	60-09-3
015	81691-68-1
016	62-44-2
017	100849-37-4
017	14545-23-4
017	146997-94-6
017	1533423-51-6
017	1582784-51-7
017	1619933-02-6
017	18960-62-8
017	37342-16-8
017	4165-61-1
017	62-53-3
017	7022-92-6
017	UN1547
018	62-75-9
019	182115-04-4
019	64-67-5
019	98503-29-8
019	UN1594
020	66-27-3
021	17974-04-8
021	21059-09-6
021	4630-76-6
021	6399-67-3
021	66-81-9
022	67-66-3
022	8013-54-5
022	865-49-6
022	UN1888
023	114057-15-7
023	15175-63-0
023	15175-77-6
023	33513-42-7
023	68-12-2
024	100234-53-5
024	70-25-7
025	1053658-43-7
025	1076-43-3
025	1173023-23-8
025	174973-66-1
025	54682-86-9
025	71-43-2
025	UN1114
026	256431-41-1
026	33327-32-1
026	6147-53-1
026	68279-06-1
026	71-48-7
026	73005-84-2
027	75-00-3
027	UN1037
028	1187028-37-0
028	75-01-4
028	UN1086
029	75-02-5
029	UN1860
030	1665-00-5
030	75-09-2
030	UN1593
031	1156543-55-3
031	1158234-15-1
031	23296-41-5
031	75-12-7
032	355120-85-3
032	75-15-0
032	UN1131
033	302-17-0
033	75-87-6
033	UN2075
034	76-87-9
035	390417-24-0
035	467-29-8
035	546094-13-7
035	57214-20-7
035	77-09-8
036	139443-72-4
036	15199-43-6
036	62086-97-9
036	77-78-1
036	98478-67-2
036	UN1595
037	78-00-2
038	78-79-5
038	78006-92-5
038	823271-95-0
038	UN1218
039	26198-63-0
039	78-87-5
039	UN1279
040	52037-46-4
040	79-01-6
040	UN1710
041	1198293-68-3
041	122775-19-3
041	79-06-1
041	UN2074
042	1320-47-4
042	79-16-3
043	342009-25-0
043	79-44-7
043	UN2262
044	107719-55-1
044	108608-60-2
044	110670-65-0
044	124779-54-0
044	131891-38-8
044	186673-39-2
044	224951-26-2
044	30496-13-0
044	51253-31-7
044	7300-23-4
044	76341-26-9
044	79-94-7
045	137885-53-1
045	1429425-26-2
045	146479-75-6
045	27360-89-0
045	28106-82-3
045	37808-08-5
045	80-05-7
046	80-46-6
047 (01)	5543-56-6
047 (01)	56573-89-8
047 (01)	81-81-2
047 (02)	5543-57-7
047 (03)	5543-58-8
048	82-66-6
049	83-26-1
050	84-69-5
051	84-74-2
051	93952-11-5
052	84-75-3
053	6385-62-2
053	85-00-7
054 (01)	102483-85-2
054 (01)	109265-67-0
054 (01)	117276-22-9
054 (01)	85-42-7
054 (01)	95327-28-9
054 (02)	13149-00-3
054 (03)	14166-21-3
055	85-68-7
055	93951-88-3
056	87-68-3
056	UN2279
057	57158-05-1
057	88-72-2
058	152212-20-9
058	39403-80-0
058	88-85-7
059	90-04-0
060	90-94-8
061	20214-07-7
061	91-22-5
061	UN2656
062	91-94-1
063	95-53-4
064	95-69-2
065	12236-56-5
065	85898-88-0
065	95-80-7
065	UN1709
066	20780-53-4
066	20780-54-5
066	62497-63-6
066	67253-49-0
066	96-09-3
067	116499-75-3
067	204570-16-1
067	96-13-9
068	96-18-4
069	148584-48-9
069	96-23-1
069	UN2750
070	12261-94-8
070	26856-29-1
070	71836-04-9
070	875479-38-2
070	90613-75-5
070	96-45-7
070	96-46-8
071	28676-13-3
071	97-56-3
072	98-07-7
072	UN2226
073	98-87-3
073	UN1886
074	1258517-80-4
074	98-88-4
074	UN1736
075	4165-60-0
075	98-95-3
075	UN1662
076	100-42-5
076	1161074-30-1
076	1193-80-2
076	1198090-46-8
076	1453489-93-4
076	1646200-96-5
076	19361-62-7
076	2015955-51-6
076	2351150-23-5
076	2576469-81-1
076	2706608-32-2
076	3814-93-5
076	60052-92-8
076	79637-11-9
076	934-85-0
076	UN2055
077	100-44-7
077	UN1738
078	100-57-2
078	UN1894
079	101-61-1
079	30135-64-9
080	100-63-0
080	1057722-40-3
080	UN2572
081	101-14-4
081	126699-69-2
081	142661-36-7
081	29371-14-0
081	51065-07-7
081	78642-65-6
081	913092-91-8
082	101-77-9
082	120859-32-7
082	136601-30-4
082	148263-71-2
082	28602-61-1
082	83712-44-1
082	UN2651
083	101-80-4
083	121509-79-3
083	928208-61-1
084 (01)	106-89-8
084 (01)	109351-74-8
084 (01)	13403-37-7
084 (01)	36250-81-4
084 (01)	9009-12-5
084 (01)	UN2023
084 (02)	51594-55-9
084 (03)	67843-74-7
085	106-94-5
086	1006710-56-0
086	107-13-1
086	1197872-06-2
086	1221168-60-0
086	1309882-90-3
086	29754-21-0
086	63908-52-1
086	769126-92-3
086	769134-66-9
086	UN1093
087	107-15-3
087	6780-13-8
087	8030-24-8
087	85404-18-8
087	UN1604
088	107-30-2
088	UN1239
089	109-86-4
089	UN1188
090	110-00-9
090	UN2389
091	110-57-6
092	110-71-4
092	173201-80-4
092	UN2252
093	110-80-5
093	96231-36-6
093	UN1171
094	111-15-9
094	UN1172
095	111-96-6
095	142939-39-7
095	54631-70-8
095	70992-86-8
096	112-49-2
096	70992-85-7
097	115-96-8
097	21343-84-0
098	116-14-3
098	9014-83-9
098	UN1081
099	117-52-2
099	154670-14-1
100	109630-52-6
100	117-81-7
100	126639-29-0
100	137718-37-7
100	205180-59-2
100	275818-89-8
100	40120-69-2
100	50885-87-5
100	607374-50-5
100	8033-53-2
100	82208-43-3
100	93951-87-2
101	117-82-8
102	1135443-45-6
102	118-74-1
102	UN2729
103	119-90-4
103	59777-10-5
104	120-71-8
105	121-14-2
106	11096-67-6
106	11130-60-2
106	121-75-5
106	12737-19-8
106	12767-62-3
106	141263-96-9
106	75513-83-6
107	1006730-14-8
107	123-77-3
107	131715-26-9
107	183256-78-2
107	218433-14-8
107	221272-72-6
107	52737-71-0
107	62494-61-5
107	62494-62-6
107	62494-85-3
