100-02-7	>=1/wt%/
10043-52-4	>=1/wt%/
102-36-3	>=1/wt%/
10332-33-9	>=1/wt%/
10380-28-6	>=1/wt%/
10486-00-7	>=1/wt%/
105-36-2	>=1/wt%/
105-57-7	>=1/wt%/
105-64-6	>=1/wt%/
106-75-2	>=1/wt%/
106917-52-6	>=1/wt%/
107-64-2	>=1/wt%/
1071-83-6	>=1/wt%/
1072-52-2	>=1/wt%/
11138-47-9	>=1/wt%/
112-02-7	>=1/wt%/
112-75-4	>=1/wt%/
115-19-5	>=1/wt%/
118-75-2	>=1/wt%/
120-36-5	>=1/wt%/
12040-72-1	>=1/wt%/
122-39-4	>=1/wt%/
122-99-6	>=1/wt%/
123-03-5	>=1/wt%/
123-07-9	>=1/wt%/
123-51-3	>=1/wt%/
124-04-9	>=1/wt%/
124-43-6	>=1/wt%/
124-68-5	>=1/wt%/
1305-62-0	>=1/wt%/
1305-78-8	>=1/wt%/
1305-79-9	>=1/wt%/
1306-19-0	>=1/wt%/
13121-70-5	>=1/wt%/
1338-23-4	>=1/wt%/
13517-20-9	>=1/wt%/
140-66-9	>=1/wt%/
143-22-6	>=1/wt%/
144-62-7	>=1/wt%/
14409-72-4	>=1/wt%/
1478-61-1	>=1/wt%/
151-21-3	>=1/wt%/
15120-21-5	>=1/wt%/
1522-92-5	>=1/wt%/
155569-91-8	>=1/wt%/
15875-13-5	>=1/wt%/
18972-56-0	>=1/wt%/
19624-22-7	>=1/wt%/
2439-10-3	>=1/wt%/
2524-03-0	>=1/wt%/
2530-83-8	>=1/wt%/
2581-34-2	>=1/wt%/
27176-87-0	>=1/wt%/
301-04-2	>=1/wt%/
307-24-4	>=1/wt%/
3228-02-2	>=1/wt%/
334-48-5	>=1/wt%/
35554-44-0	>=1/wt%/
36483-57-5	>=1/wt%/
37244-98-7	>=1/wt%/
39148-24-8	>=1/wt%/
497-19-8	>=1/wt%/
504-29-0	>=1/wt%/
506-64-9	>=1/wt%/
51235-04-2	>=1/wt%/
52556-42-0	>=1/wt%/
52829-07-9	>=1/wt%/
541-42-4	>=1/wt%/
558-13-4	>=1/wt%/
569-64-2	>=1/wt%/
583-91-5	>=1/wt%/
584-08-7	>=1/wt%/
594-42-3	>=1/wt%/
61789-40-0	>=1/wt%/
61789-80-8	>=1/wt%/
622-08-2	>=1/wt%/
640-15-3	>=1/wt%/
64440-88-6	>=1/wt%/
646-06-0	>=1/wt%/
67375-30-8	>=1/wt%/
674-82-8	>=1/wt%/
681-84-5	>=1/wt%/
7446-19-7	>=1/wt%/
7446-20-0	>=1/wt%/
75-99-0	>=1/wt%/
76-22-2	>=1/wt%/
7632-04-4	>=1/wt%/
7651-02-7	>=1/wt%/
7681-49-4	>=1/wt%/
770-35-4	>=1/wt%/
7722-88-5	>=1/wt%/
7733-02-0	>=1/wt%/
7758-95-4	>=1/wt%/
7783-47-3	>=1/wt%/
7783-79-1	>=1/wt%/
78-83-1	>=1/wt%/
81334-34-1	>=1/wt%/
814-78-8	>=1/wt%/
818-08-6	>=1/wt%/
87-90-1	>=1/wt%/
88-09-5	>=1/wt%/
90-05-1	>=1/wt%/
93-65-2	>=1/wt%/
94-74-6	>=1/wt%/
96-23-1	>=1/wt%/
97-65-4	>=1/wt%/
989-38-8	>=1/wt%/
